"task_id","draft_id","material_id","knowledge_category","audience","candidate_question","source_path","conversion_path","rule_title","trigger_condition","eligibility","required_materials","process_steps","time_limits","exceptions","evidence_quote","status","reviewer","notes"
"P1-REX-0015","REX-20260324-0047","MAT-20260324-0046","就业与毕业","毕业生","关于进一步做好离校前后校（院）2025届困难群体高校毕业生就业帮扶工作的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/就业活动通知/关于进一步做好离校前后校（院）2025届困难群体高校毕业生就业帮扶工作的通知.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0046__关于进一步做好离校前后校（院）2025届困难群体高校毕业生就业帮扶工作的通知.md","关于进一步做好离校前后校（院）2025届困难群体高校毕业生就业帮扶工作的通知","相关工作通知发布并进入办理周期时执行","适用于毕业生及对应管理人员","按《关于进一步做好离校前后校（院）2025届困难群体高校毕业生就业帮扶工作的通知》要求准备申请信息、证明材料与系统账号信息","阅读通知与实施细则准备并核验申报材料按线上或线下路径提交学院审核公示并完成归档","按当年通知或学院统一时间窗口执行","逾期提交、字段缺失或材料不一致可能导致退回重报；提交后修改以学院规则为准","依据材料《关于进一步做好离校前后校（院）2025届困难群体高校毕业生就业帮扶工作的通知》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P1-REX-0016","REX-20260324-0048","MAT-20260324-0047","就业与毕业","毕业生","关于开展校（院）2025届毕业生就业“百日冲刺”行动的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/就业活动通知/关于开展校（院）2025届毕业生就业“百日冲刺”行动的通知.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0047__关于开展校（院）2025届毕业生就业“百日冲刺”行动的通知.md","关于开展校（院）2025届毕业生就业“百日冲刺”行动的通知","相关工作通知发布并进入办理周期时执行","适用于毕业生及对应管理人员","按《关于开展校（院）2025届毕业生就业“百日冲刺”行动的通知》要求准备申请信息、证明材料与系统账号信息","阅读通知与实施细则准备并核验申报材料按线上或线下路径提交学院审核公示并完成归档","按当年通知或学院统一时间窗口执行","逾期提交、字段缺失或材料不一致可能导致退回重报；提交后修改以学院规则为准","依据材料《关于开展校（院）2025届毕业生就业“百日冲刺”行动的通知》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P1-REX-0017","REX-20260324-0049","MAT-20260324-0048","就业与毕业","毕业生","关于开展校（院）2025年毕业生就业政策宣传月活动的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/2025年工作/2025上-21级毕业工作/就业活动通知/关于开展校（院）2025年毕业生就业政策宣传月活动的通知.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0048__关于开展校（院）2025年毕业生就业政策宣传月活动的通知.md","关于开展校（院）2025年毕业生就业政策宣传月活动的通知","相关工作通知发布并进入办理周期时执行","适用于毕业生及对应管理人员","按《关于开展校（院）2025年毕业生就业政策宣传月活动的通知》要求准备申请信息、证明材料与系统账号信息","阅读通知与实施细则准备并核验申报材料按线上或线下路径提交学院审核公示并完成归档","按当年通知或学院统一时间窗口执行","逾期提交、字段缺失或材料不一致可能导致退回重报；提交后修改以学院规则为准","依据材料《关于开展校（院）2025年毕业生就业政策宣传月活动的通知》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P1-REX-0018","REX-20260324-0050","MAT-20260324-0049","就业与毕业","新生","智慧团建团支部转出步骤 的标准操作步骤和注意事项是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025级毕业生团关系转出/智慧团建团支部转出步骤.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0049__智慧团建团支部转出步骤.md","智慧团建团支部转出步骤","系统办理或流程执行环节启动时执行","适用于新生及对应管理人员","按《智慧团建团支部转出步骤》要求准备申请信息、证明材料与系统账号信息","登录系统并核验基础信息按页面指引逐步填报或审批提交后确认状态按要求留存截图或纸质材料","按当年通知或学院统一时间窗口执行","逾期提交、字段缺失或材料不一致可能导致退回重报；提交后修改以学院规则为准","依据材料《智慧团建团支部转出步骤》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P1-REX-0019","REX-20260324-0053","MAT-20260324-0052","事务申请与审批","新生","附件2：免予执行《国家学生体质健康标准》申请表 应如何填写、提交与归档？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025年秋季学期泰安校区2024级、2025级学生体质健康测试通知材料/附件2：免予执行《国家学生体质健康标准》申请表.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0052__附件2：免予执行《国家学生体质健康标准》申请表.md","附件2：免予执行《国家学生体质健康标准》申请表","学生提交申请或学院收取材料时执行","适用于新生及对应管理人员","对应表单原件或电子版+身份证明信息+学院要求附件材料","下载或领取表单按字段规范填写并签字提交至学院审核完成归档备案","按当年通知或学院统一时间窗口执行","逾期提交、字段缺失或材料不一致可能导致退回重报；提交后修改以学院规则为准","依据材料《附件2：免予执行《国家学生体质健康标准》申请表》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P1-REX-0020","REX-20260324-0054","MAT-20260324-0053","事务申请与审批","新生","外媒采访报备 涉及的办理规则与执行要求是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/HRU大赛2025/外媒采访报备.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0053__外媒采访报备.md","外媒采访报备","相关工作通知发布并进入办理周期时执行","适用于新生及对应管理人员","按《外媒采访报备》要求准备申请信息、证明材料与系统账号信息","阅读通知与实施细则准备并核验申报材料按线上或线下路径提交学院审核公示并完成归档","按当年通知或学院统一时间窗口执行","逾期提交、字段缺失或材料不一致可能导致退回重报；提交后修改以学院规则为准","依据材料《外媒采访报备》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P1-REX-0021","REX-20260324-0056","MAT-20260324-0055","奖助贷补","新生","通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025年 院级优秀评选/通知.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0055__通知.md","通知","相关工作通知发布并进入办理周期时执行","适用于新生及对应管理人员","按《通知》要求准备申请信息、证明材料与系统账号信息","阅读通知与实施细则准备并核验申报材料按线上或线下路径提交学院审核公示并完成归档","按当年通知或学院统一时间窗口执行","逾期提交、字段缺失或材料不一致可能导致退回重报；提交后修改以学院规则为准","依据材料《通知》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P1-REX-0022","REX-20260324-0057","MAT-20260324-0056","事务申请与审批","新生","附件5：体质健康测试承诺书 应如何填写、提交与归档？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025年秋季学期泰安校区2024级、2025级学生体质健康测试通知材料/附件5：体质健康测试承诺书.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0056__附件5：体质健康测试承诺书.md","附件5：体质健康测试承诺书","学生提交申请或学院收取材料时执行","适用于新生及对应管理人员","对应表单原件或电子版+身份证明信息+学院要求附件材料","下载或领取表单按字段规范填写并签字提交至学院审核完成归档备案","按当年通知或学院统一时间窗口执行","逾期提交、字段缺失或材料不一致可能导致退回重报；提交后修改以学院规则为准","依据材料《附件5：体质健康测试承诺书》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P1-REX-0023","REX-20260324-0058","MAT-20260324-0057","竞赛与第二课堂","新生","2025 外研社校赛通知（总） 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025外研社比赛/2025 外研社校赛通知（总）.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0057__2025 外研社校赛通知（总）.md","2025 外研社校赛通知（总）","相关工作通知发布并进入办理周期时执行","适用于新生及对应管理人员","按《2025 外研社校赛通知（总）》要求准备申请信息、证明材料与系统账号信息","阅读通知与实施细则准备并核验申报材料按线上或线下路径提交学院审核公示并完成归档","按当年通知或学院统一时间窗口执行","逾期提交、字段缺失或材料不一致可能导致退回重报；提交后修改以学院规则为准","依据材料《2025 外研社校赛通知（总）》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P1-REX-0024","REX-20260324-0059","MAT-20260324-0058","竞赛与第二课堂","新生","校（院）关于组织参加第十届全省学生“学宪法讲宪法”活动省级比赛的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025学宪法讲宪法活动/比赛活动/校（院）关于组织参加第十届全省学生“学宪法讲宪法”活动省级比赛的通知.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0058__校（院）关于组织参加第十届全省学生“学宪法讲宪法”活动省级比赛的通知.md","校（院）关于组织参加第十届全省学生“学宪法讲宪法”活动省级比赛的通知","相关工作通知发布并进入办理周期时执行","适用于新生及对应管理人员","按《校（院）关于组织参加第十届全省学生“学宪法讲宪法”活动省级比赛的通知》要求准备申请信息、证明材料与系统账号信息","阅读通知与实施细则准备并核验申报材料按线上或线下路径提交学院审核公示并完成归档","按当年通知或学院统一时间窗口执行","逾期提交、字段缺失或材料不一致可能导致退回重报；提交后修改以学院规则为准","依据材料《校（院）关于组织参加第十届全省学生“学宪法讲宪法”活动省级比赛的通知》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P1-REX-0025","REX-20260324-0060","MAT-20260324-0059","竞赛与第二课堂","新生","关于组织参加“宪法卫士”2025年行动计划的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2025学宪法讲宪法活动/宪法卫士/关于组织参加“宪法卫士”2025年行动计划的通知.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0059__关于组织参加“宪法卫士”2025年行动计划的通知.md","关于组织参加“宪法卫士”2025年行动计划的通知","相关工作通知发布并进入办理周期时执行","适用于新生及对应管理人员","按《关于组织参加“宪法卫士”2025年行动计划的通知》要求准备申请信息、证明材料与系统账号信息","阅读通知与实施细则准备并核验申报材料按线上或线下路径提交学院审核公示并完成归档","按当年通知或学院统一时间窗口执行","逾期提交、字段缺失或材料不一致可能导致退回重报；提交后修改以学院规则为准","依据材料《关于组织参加“宪法卫士”2025年行动计划的通知》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P1-REX-0026","REX-20260324-0061","MAT-20260324-0060","证件与校园服务","新生","停保流程 涉及的办理规则与执行要求是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2026年大学生医保/停保流程.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0060__停保流程.md","停保流程","相关工作通知发布并进入办理周期时执行","适用于新生及对应管理人员","按《停保流程》要求准备申请信息、证明材料与系统账号信息","阅读通知与实施细则准备并核验申报材料按线上或线下路径提交学院审核公示并完成归档","按当年通知或学院统一时间窗口执行","逾期提交、字段缺失或材料不一致可能导致退回重报；提交后修改以学院规则为准","依据材料《停保流程》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P1-REX-0027","REX-20260324-0062","MAT-20260324-0061","事务申请与审批","新生","关于做好2026元旦假期学生安全教育管理工作的通知(1) 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/2026元旦假期离返校统计/关于做好2026元旦假期学生安全教育管理工作的通知(1).docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0061__关于做好2026元旦假期学生安全教育管理工作的通知(1).md","关于做好2026元旦假期学生安全教育管理工作的通知(1)","相关工作通知发布并进入办理周期时执行","适用于新生及对应管理人员","按《关于做好2026元旦假期学生安全教育管理工作的通知(1)》要求准备申请信息、证明材料与系统账号信息","阅读通知与实施细则准备并核验申报材料按线上或线下路径提交学院审核公示并完成归档","按当年通知或学院统一时间窗口执行","逾期提交、字段缺失或材料不一致可能导致退回重报；提交后修改以学院规则为准","依据材料《关于做好2026元旦假期学生安全教育管理工作的通知(1)》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P1-REX-0028","REX-20260324-0063","MAT-20260324-0062","入学与学籍","新生","医药管理学院2023级新生家长见面会流程稿 涉及的办理规则与执行要求是什么？","数据库部分材料/数据库部分材料/2025年工作/2025下-25级新生工作/8.29 2025级家校交流会/医药管理学院2023级新生家长见面会流程稿.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0062__医药管理学院2023级新生家长见面会流程稿.md","医药管理学院2023级新生家长见面会流程稿","相关工作通知发布并进入办理周期时执行","适用于新生及对应管理人员","按《医药管理学院2023级新生家长见面会流程稿》要求准备申请信息、证明材料与系统账号信息","阅读通知与实施细则准备并核验申报材料按线上或线下路径提交学院审核公示并完成归档","按当年通知或学院统一时间窗口执行","逾期提交、字段缺失或材料不一致可能导致退回重报；提交后修改以学院规则为准","依据材料《医药管理学院2023级新生家长见面会流程稿》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P2-REX-0001","REX-20260323-0022","MAT-20260323-0021","奖助贷补","全体学生","助学金评审通知模板中哪些规则可沉淀为通用知识？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/通知.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260323-0021__通知.md","助学金评审通知模板通用规则","学院按模板编制当年通知时执行","使用学校资助系统开展评审的学院与班级管理人员","模板通知文本+一网通办平台账号+当年时间节点安排","按模板保留固定流程条款→替换当年时间和会议信息→组织学生线上申请与学院班级审核→提交纸电材料归档","本模板中关键节点为10月24日前平台审核及10月27日前纸电材料提交需按当年复核","模板含年度会议信息和时间节点需按当年通知修订后再发布","两项工作需在10月24日前完成平台审核并在10月27日前提交书面和电子版材料","extracted","manual_review","模板平行版本需与MAT-20260323-0005主参考互校"
"P2-REX-0002","REX-20260323-0023","MAT-20260323-0022","奖助贷补","学生","一网通办助学金申请模板中的关键填写规则有哪些？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/助学金评审一网通办操作说明.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260323-0022__助学金评审一网通办操作说明.md","一网通办助学金申请模板操作规则","学院按模板组织一网通办评审时执行","班级和院系账号具备评审权限且困难认定已完成","班级评议报告+院系评审报告+系统名额配置","模板要求先配置名额再开展班级评议→班级提交一次性评议结果→院系评审并一次性提交认定结果→留存评议报告材料","提交后不可修改不可补提且需在学院统一时间窗口内完成","模板操作路径可能随系统版本调整需上线前核验页面字段与按钮名称","班级只能提交一次资助评议结果且院系只能提交一次资助认定结果提交后无法补提","extracted","manual_review","模板平行版本需与MAT-20260323-0006主参考互校"
"P2-REX-0003","REX-20260324-0031","MAT-20260324-0030","奖助贷补","全体学生","附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则 的评审或执行规则有哪些？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2024-2025学年本科生省政府奖学金评选工作的通知/附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0030__附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则.md","附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则","相关工作通知发布并进入办理周期时执行","适用于全体学生及对应管理人员","按《附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则》要求准备申请信息、证明材料与系统账号信息","阅读通知与实施细则准备并核验申报材料按线上或线下路径提交学院审核公示并完成归档","模板类材料需按当年发布版本确认时间节点后执行","模板条款需结合当年正式通知复核后使用，不得直接照搬历史节点","依据材料《附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P2-REX-0004","REX-20260324-0032","MAT-20260324-0031","奖助贷补","全体学生","关于做好2024-2025学年本科生省政府奖学金评选工作的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2024-2025学年本科生省政府奖学金评选工作的通知/关于做好2024-2025学年本科生省政府奖学金评选工作的通知.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0031__关于做好2024-2025学年本科生省政府奖学金评选工作的通知.md","关于做好2024-2025学年本科生省政府奖学金评选工作的通知","相关工作通知发布并进入办理周期时执行","适用于全体学生及对应管理人员","按《关于做好2024-2025学年本科生省政府奖学金评选工作的通知》要求准备申请信息、证明材料与系统账号信息","阅读通知与实施细则准备并核验申报材料按线上或线下路径提交学院审核公示并完成归档","模板类材料需按当年发布版本确认时间节点后执行","模板条款需结合当年正式通知复核后使用，不得直接照搬历史节点","依据材料《关于做好2024-2025学年本科生省政府奖学金评选工作的通知》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P2-REX-0005","REX-20260324-0033","MAT-20260324-0032","奖助贷补","全体学生","附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则 的评审或执行规则有哪些？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2024-2025学年国家奖学金评选通知/附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0032__附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则.md","附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则","相关工作通知发布并进入办理周期时执行","适用于全体学生及对应管理人员","按《附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则》要求准备申请信息、证明材料与系统账号信息","阅读通知与实施细则准备并核验申报材料按线上或线下路径提交学院审核公示并完成归档","模板类材料需按当年发布版本确认时间节点后执行","模板条款需结合当年正式通知复核后使用，不得直接照搬历史节点","依据材料《附件2：山东第一医科大学（山东省医学科学院）本专科生国家和省政府奖学金实施细则》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P2-REX-0006","REX-20260324-0034","MAT-20260324-0033","奖助贷补","全体学生","关于做好2024-2025学年本科生国家奖学金评选工作的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2024-2025学年国家奖学金评选通知/关于做好2024-2025学年本科生国家奖学金评选工作的通知.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0033__关于做好2024-2025学年本科生国家奖学金评选工作的通知.md","关于做好2024-2025学年本科生国家奖学金评选工作的通知","相关工作通知发布并进入办理周期时执行","适用于全体学生及对应管理人员","按《关于做好2024-2025学年本科生国家奖学金评选工作的通知》要求准备申请信息、证明材料与系统账号信息","阅读通知与实施细则准备并核验申报材料按线上或线下路径提交学院审核公示并完成归档","模板类材料需按当年发布版本确认时间节点后执行","模板条款需结合当年正式通知复核后使用，不得直接照搬历史节点","依据材料《关于做好2024-2025学年本科生国家奖学金评选工作的通知》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P2-REX-0007","REX-20260324-0035","MAT-20260324-0034","奖助贷补","全体学生","2024-2025学年本科生国家励志奖学金、省政府励志奖学金评审工作的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2024-2025学年励志奖学金评审通知/2024-2025学年本科生国家励志奖学金、省政府励志奖学金评审工作的通知.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0034__2024-2025学年本科生国家励志奖学金、省政府励志奖学金评审工作的通知.md","2024-2025学年本科生国家励志奖学金、省政府励志奖学金评审工作的通知","相关工作通知发布并进入办理周期时执行","适用于全体学生及对应管理人员","按《2024-2025学年本科生国家励志奖学金、省政府励志奖学金评审工作的通知》要求准备申请信息、证明材料与系统账号信息","阅读通知与实施细则准备并核验申报材料按线上或线下路径提交学院审核公示并完成归档","模板类材料需按当年发布版本确认时间节点后执行","模板条款需结合当年正式通知复核后使用，不得直接照搬历史节点","依据材料《2024-2025学年本科生国家励志奖学金、省政府励志奖学金评审工作的通知》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P2-REX-0008","REX-20260324-0036","MAT-20260324-0035","奖助贷补","全体学生","励志奖学金审核要点 的评审或执行规则有哪些？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2024-2025学年励志奖学金评审通知/励志奖学金审核要点.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0035__励志奖学金审核要点.md","励志奖学金审核要点","相关工作通知发布并进入办理周期时执行","适用于全体学生及对应管理人员","按《励志奖学金审核要点》要求准备申请信息、证明材料与系统账号信息","阅读通知与实施细则准备并核验申报材料按线上或线下路径提交学院审核公示并完成归档","模板类材料需按当年发布版本确认时间节点后执行","模板条款需结合当年正式通知复核后使用，不得直接照搬历史节点","依据材料《励志奖学金审核要点》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P2-REX-0009","REX-20260324-0037","MAT-20260324-0036","奖助贷补","全体学生","附件3：（     学院）国家助学金申请表 应如何填写、提交与归档？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/2025-2026学年国家助学金评审工作通知/附件3：（     学院）国家助学金申请表.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0036__附件3：（     学院）国家助学金申请表.md","附件3：（     学院）国家助学金申请表","学生提交申请或学院收取材料时执行","适用于全体学生及对应管理人员","对应表单原件或电子版+身份证明信息+学院要求附件材料","下载或领取表单按字段规范填写并签字提交至学院审核完成归档备案","模板类材料需按当年发布版本确认时间节点后执行","模板条款需结合当年正式通知复核后使用，不得直接照搬历史节点","依据材料《附件3：（     学院）国家助学金申请表》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P2-REX-0010","REX-20260324-0038","MAT-20260324-0037","奖助贷补","全体学生","附件4：本专科生国家助学金实施细则 的评审或执行规则有哪些？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/2025-2026学年国家助学金评审工作通知/附件4：本专科生国家助学金实施细则.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0037__附件4：本专科生国家助学金实施细则.md","附件4：本专科生国家助学金实施细则","相关工作通知发布并进入办理周期时执行","适用于全体学生及对应管理人员","按《附件4：本专科生国家助学金实施细则》要求准备申请信息、证明材料与系统账号信息","阅读通知与实施细则准备并核验申报材料按线上或线下路径提交学院审核公示并完成归档","模板类材料需按当年发布版本确认时间节点后执行","模板条款需结合当年正式通知复核后使用，不得直接照搬历史节点","依据材料《附件4：本专科生国家助学金实施细则》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P2-REX-0011","REX-20260324-0039","MAT-20260324-0038","奖助贷补","全体学生","关于做好2024-2025学年本科生国家助学金评选工作的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/2025-2026学年国家助学金评审工作通知/关于做好2024-2025学年本科生国家助学金评选工作的通知.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0038__关于做好2024-2025学年本科生国家助学金评选工作的通知.md","关于做好2024-2025学年本科生国家助学金评选工作的通知","相关工作通知发布并进入办理周期时执行","适用于全体学生及对应管理人员","按《关于做好2024-2025学年本科生国家助学金评选工作的通知》要求准备申请信息、证明材料与系统账号信息","阅读通知与实施细则准备并核验申报材料按线上或线下路径提交学院审核公示并完成归档","模板类材料需按当年发布版本确认时间节点后执行","模板条款需结合当年正式通知复核后使用，不得直接照搬历史节点","依据材料《关于做好2024-2025学年本科生国家助学金评选工作的通知》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P2-REX-0012","REX-20260324-0040","MAT-20260324-0039","奖助贷补","学生","附件2：一网通办系统学生申请操作说明 的标准操作步骤和注意事项是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/附件2：一网通办系统学生申请操作说明.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0039__附件2：一网通办系统学生申请操作说明.md","附件2：一网通办系统学生申请操作说明","系统办理或流程执行环节启动时执行","适用于学生及对应管理人员","按《附件2：一网通办系统学生申请操作说明》要求准备申请信息、证明材料与系统账号信息","登录系统并核验基础信息按页面指引逐步填报或审批提交后确认状态按要求留存截图或纸质材料","模板类材料需按当年发布版本确认时间节点后执行","模板条款需结合当年正式通知复核后使用，不得直接照搬历史节点","依据材料《附件2：一网通办系统学生申请操作说明》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P2-REX-0013","REX-20260324-0041","MAT-20260324-0040","奖助贷补","学生","附件2：一网通办系统学生申请操作说明 的标准操作步骤和注意事项是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/家庭经济困难认定工作通知/附件/附件2：一网通办系统学生申请操作说明.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0040__附件2：一网通办系统学生申请操作说明.md","附件2：一网通办系统学生申请操作说明","系统办理或流程执行环节启动时执行","适用于学生及对应管理人员","按《附件2：一网通办系统学生申请操作说明》要求准备申请信息、证明材料与系统账号信息","登录系统并核验基础信息按页面指引逐步填报或审批提交后确认状态按要求留存截图或纸质材料","模板类材料需按当年发布版本确认时间节点后执行","模板条款需结合当年正式通知复核后使用，不得直接照搬历史节点","依据材料《附件2：一网通办系统学生申请操作说明》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
"P2-REX-0014","REX-20260324-0042","MAT-20260324-0041","奖助贷补","全体学生","关于开展2025-2026学年家庭经济困难认定的通知 的办理条件、时间节点和执行流程是什么？","数据库部分材料/数据库部分材料/模板/奖学金、助学金通知/2025秋家庭经济困难认定+助学金评审/家庭经济困难认定工作通知/关于开展2025-2026学年家庭经济困难认定的通知.docx","knowledge-base\raw\first-batch-processing\converted\markdown\MAT-20260324-0041__关于开展2025-2026学年家庭经济困难认定的通知.md","关于开展2025-2026学年家庭经济困难认定的通知","相关工作通知发布并进入办理周期时执行","适用于全体学生及对应管理人员","按《关于开展2025-2026学年家庭经济困难认定的通知》要求准备申请信息、证明材料与系统账号信息","阅读通知与实施细则准备并核验申报材料按线上或线下路径提交学院审核公示并完成归档","模板类材料需按当年发布版本确认时间节点后执行","模板条款需结合当年正式通知复核后使用，不得直接照搬历史节点","依据材料《关于开展2025-2026学年家庭经济困难认定的通知》中的流程条款、时间要求及提交规范提炼","extracted","","第二批扩量自动抽取"
